OBJECTID,Name,Area_Code,Work_ID,zone_code,Gov,Address,Shape_Leng,حالة الحصر,المباني المنجزة,إجمالي المباني,عدد الوحدات,نسبة الإنجاز %,عدد الفرق,عدد المهندسين,آخر تحديث بواسطة,Shape_Length,Shape_Area
1,الشمال-عباد الرحمن,NJA0005,INDAS_N001,FNJA0005_E002,الشمال,المنطقة ارض الشنطي الواقعة بين دوار الصاروخ ومفترق الامن العام ومفترق برج الاندلس,1559.33203164,تم الانتهاء,154.0,173.0,410,89.0,1.0,,جنين  ريان,1559.3320316418872,135026.2558371087
2,غزة-الشيخ رضوان,GGA0009,INDAS_G002,FGGA0009_E002,غزة,المنطقة بين الشارع الاول والتاني ويمتد من مفترق الشيخ رضوان مع الجلاء وصولا لشارع النصر بين مفترق بهلول ومفترق النادي الاهلي,1605.60973428,تم الانتهاء,160.0,165.0,607,97.0,,,سامر وهبة,1605.6097342757223,129316.54606122956
3,غزة-الرمال الشمالي-مربع فلسطين,GGA0008,INDAS_G003,FGGA0008_E009,غزة,المنطقة بين شارع الجلاء مفترق الغفري الى محطة البربري وبين شارع النصر من مسجد الحبيب محمد الى محلات البسمة,1922.72342571,تم الانتهاء,222.0,241.0,664,92.0,,,سامر وهبة,1922.72342570607,211028.06305319216
4,الوسطى--النصيرات-أرض المفتي,MNU0002,INDAS_M001,FMNU0002_E002,الوسطى,منطقة مربع المفتي والمخيم الجديد وارض ابو مهادي,1741.98643579,قيد الحصر,146.0,245.0,399,60.0,1.0,2.0,فاطمة جبر,1741.98643578949,129559.98100523591
5,دير البلح-قصر أبو سليم,MDB0003,INDAS_M013,FMDB0003_E001,الوسطى,من شارع الحكر من جامع الفرقان الى ابو هولي,3792.85602388,تم الانتهاء,279.0,279.0,237,100.0,,,فاطمة جبر,3792.8560238803043,660940.2799637344
6,خانيونس-حي الأمل,KKY0006,INDAS_K001,FKKY0006_E003,خانيونس,منطقة العرايشية-جنوب بركة المشروع  وفي الشرق من الاتحدا النسائي الى مسجد حسن البنا,1183.36905858,قيد الحصر,59.0,165.0,341,36.0,1.0,2.0,أفنان  أبو جزر,1183.3690585801855,75936.71433188698
7,خانيونس-البلد,KKY0006,INDAS_K002,FKKY0006_E004,خانيونس,حانيونس البلد المنطقة الواقعة جنوب شارع البحر وشرق منتزة البلدية,1272.74449011,قيد الحصر,155.0,244.0,591,64.0,,,,1272.7444901069632,91480.30453219272
8,غزة-مدينة الزهراء,GZA0004,INDAS_G006,FGZA0004_E002,غزة,المنطقة بين قصر العدل ومجمع السلامة الطبي  الى شارع الرشيد,7370.42712075,مناطق حصر جديدة,,246.0,213,,,,,7370.4271207521715,2954041.8009745413
9,غزة-تل الهوى-المستشفى الأردني,GGA0007,INDAS_G005,FGGA0007_E003,غزة,المنطقة بين شارع الصناعة مطعم الأصيل الى شارع المغربي  وصولا الى برشلونة,2006.2531396,تم الانتهاء,169.0,176.0,471,96.0,,,سامر وهبة,2006.2531395991891,169534.68129701944
10,غزة-الرمال الجنوبي-ابو الكاس,GGA0006,INDAS_G004,FGGA0006_E002,غزة,المنطقة بين بداية شارع الشهداء  الى (اصدقاء المريض) وشارع جمال عبد الناصر من مفترق الطيران الى مفترق الجامعة الاسلامية,1137.98942739,تم الانتهاء,75.0,76.0,309,99.0,,,سامر وهبة,1137.9894273863247,83595.0504602164
11,غزة-منطقة الشفاء,GGA0008,INDAS_G001,FGGA0008_E006,غزة,المنطقة محيط مجمع الشفاء,1173.90045965,تم الانتهاء,,,11,,,,,1173.9004596517223,78132.91418857183
12,غزة-مربع ملعب فلسطين ومربع برج الشوا والحصري,GGA0008,INDAS_G026,FGGA0008_E011,غزة, ,2462.8137675,قيد الحصر,31.0,245.0,1263,13.0,2.0,5.0,سناء ريان,2462.813767504362,304666.77843001846
13,مربع أبراج الكرامة ومربع مسجد عيسى مراد,NJA0005,INDAS_N004,FNJA0005_E007,الشمال, ,1756.65048402,قيد الحصر,,,406,,1.0,2.0,جنين  ريان,1756.6504840231023,188125.18997354532
14,الشمال-الكرامة,NJA0005,INDAS_N002,FNJA0005_E008,الشمال,مربع ليالينا ومربع مبنى السفينة,3430.97378724,مناطق حصر جديدة,7.0,246.0,516,,,,,3430.9737872443015,638726.9868161514
15,غزة-مربع مسجد الكنز,GGA0008,INDAS_G025,FGGA0008_E012,غزة, ,1809.12636834,مناطق حصر جديدة,,167.0,782,,,,,1809.1263683442046,203366.73030816446
16,الشمال- مربع الصفطاوي,NJA0005,INDAS_N006,FNJA0005_E009,الشمال, ,1089.52548756,قيد الحصر,5.0,30.0,142,,1.0,2.0,جنين  ريان,1089.5254875619125,64529.782298201215
17,غزة-مربع الميناء,GGA0008,INDAS_G022,FGGA0008_E013,غزة, ,1958.5637797,مناطق حصر جديدة,,207.0,847,,,,,1958.5637797017537,145144.59633120574
18,الشمال-عباد الرحمن-مربع مدرسة أسامة بن زيد,NJA0005,INDAS_N005,FNJA0005_E010,الشمال, ,1753.53749387,مناطق حصر جديدة,1.0,149.0,313,,,,,1753.5374938659795,105432.40691559427
19,مربع مدرسة عوني الحرثاني و مصنع أبو حمرة,NJA0005,INDAS_N003,FNJA0005_E011,الشمال, ,2480.31638633,مناطق حصر جديدة,10.0,122.0,351,,,,,2480.3163863304057,229708.907490295
20,غزة-المنطقة الواقعة بين مربع مسجد الشمعة ومربع كشكو,GGA0002,INDAS_G039,FGGA0002_E001,غزة, ,2359.68129225,مناطق حصر جديدة,98.0,319.0,785,,,,,2359.681292248292,192216.39915828375
21,غزة-مربع البرهام,GGA0002,INDAS_G038,FGGA0002_E002,غزة, ,1803.37275745,مناطق حصر جديدة,98.0,239.0,517,,,,,1803.372757447546,193489.88122679293
22,غزة-مربع مدرسة موسى بن نصير,GGA0005,INDAS_G050,FGGA0005_E001,غزة, ,1553.4752904,مناطق حصر جديدة,75.0,176.0,466,,,,,1553.4752903965682,111690.77155762991
23,غزة-مربع عايدية ومربع كرم مصلحة,GGA0008,INDAS_G019,FGGA0008_E014,غزة, ,2743.80796124,مناطق حصر جديدة,103.0,254.0,647,,,,,2743.807961235575,233474.9087851862
24,غزة-مربع فهمي الجرجاوي والفواخير,GGA0006,INDAS_G029,FGGA0006_E005,غزة, ,2488.23123502,مناطق حصر جديدة,74.0,277.0,671,,,,,2488.2312350170823,220314.60305983332
25,غزة-مربع سوق فراس ومستشفى المعمداني,GGA0002,INDAS_G030,FGGA0002_E003,غزة, ,2817.67343953,مناطق حصر جديدة,54.0,278.0,556,,,,,2817.673439528169,266189.2295801188
26,غزة-مربع عسقولة,GGA0002,INDAS_G037,FGGA0002_E004,غزة, ,1745.10916562,مناطق حصر جديدة,,157.0,374,,,,,1745.1091656223255,105431.4694145225
27,غزة-مربع مسجد التوحيد والسنة ومجمع الصحابة الطبي,GGA0006,INDAS_G051,FGGA0006_E006,غزة, ,3350.6413576,مناطق حصر جديدة,,630.0,1543,,,,,3350.6413575956176,335702.4045986794
28,غزة-مربع النديم,GGA0002,INDAS_G044,FGGA0002_E005,غزة, ,2364.91246834,مناطق حصر جديدة,36.0,284.0,520,,,,,2364.9124683376426,249705.66432941167
29,غزة-الزيتون-مربع مسجد علي بن ابي طالب ومنطقة السموني,GZA0004,INDAS_G047,FGZA0004_E003,غزة, ,2449.96861492,مناطق حصر جديدة,13.0,310.0,451,,,,,2449.9686149236663,360483.3566467724
30,غزة-مربع الزهارنة ومربع المشاهرة,GGA0005,INDAS_G020,FGGA0005_E002,غزة, ,3460.36922277,مناطق حصر جديدة,,517.0,1157,,,,,3460.369222771062,371990.49275030824
31,غزة-مربع عمو عماد ومربع مركز صحي الصبرة,GGA0002,INDAS_G036,FGGA0002_E006,غزة, ,1639.57072542,مناطق حصر جديدة,,170.0,269,,,,,1639.570725421232,152780.75295686306
32,غزة-مربع نادي الهلال الرياضي,GGA0005,INDAS_G015,FGGA0005_E003,غزة, ,2127.47190111,مناطق حصر جديدة,,343.0,529,,,,,2127.4719011107927,261511.2564457814
33,غزة-مربع عبدالله عزام وبيارة الدهشان,GGA0006,INDAS_G035,FGGA0006_E007,غزة, ,1369.64405607,مناطق حصر جديدة,31.0,209.0,612,,,,,1369.6440560658107,107902.45014966703
34,غزة-مربع عزبة عبد العال,GGA0005,INDAS_G014,FGGA0005_E004,غزة, ,2116.12134157,مناطق حصر جديدة,,274.0,542,,,,,2116.121341571693,191375.38025005712
35,غزة-مربع المجمع الاسلامي,GGA0002,INDAS_G043,FGGA0002_E007,غزة, ,4329.4796907,مناطق حصر جديدة,,613.0,970,,,,,4329.479690695434,657162.4160370176
36,غزة-مربع أبو علبة ومسجد اليرموك,GGA0005,INDAS_G052,FGGA0005_E005,غزة, ,1446.49657685,قيد الحصر,26.0,233.0,639,11.0,1.0,2.0,سامر وهبة,1446.4965768480745,125749.54504182655
37,غزة-مربع مقبرة الشيخ رضوان وبرج الايطالي,GGA0009,INDAS_G053,FGGA0009_E004,غزة, ,2220.29084559,قيد الحصر,36.0,295.0,691,12.0,1.0,3.0,سامر وهبة,2220.2908455925217,307261.21873709746
38,غزة-مربع الجامعات ومربع الاذاعة والتلفزيون القديم,GGA0007,INDAS_G033,FGGA0007_E004,غزة, ,2324.24934954,قيد الحصر,74.0,113.0,560,65.0,1.0,2.0,سناء ريان,2324.2493495382037,318895.3484699127
39,غزة-شرق مخيم الشاطئ,GGA0010,INDAS_G018,FGGA0010_E001,غزة, ,1501.7217929,مناطق حصر جديدة,69.0,483.0,1145,,,,,1501.7217928957346,139861.18675388864
40,غزة-مربع أبو الأمين وأبو اسكندر,GGA0009,INDAS_G010,FGGA0009_E005,غزة, ,1922.92036199,مناطق حصر جديدة,82.0,333.0,1244,,,,,1922.9203619939672,166724.0459667476
41,غزة-مربع الكتيبة,GGA0007,INDAS_G032,FGGA0007_E005,غزة, ,2475.6887999,قيد الحصر,62.0,109.0,470,57.0,1.0,3.0,سناء ريان,2475.68879989988,305389.7926743715
42,غزة-المنطقة التي تجمع بين مربع الجسر -عيادة وكالة الشيخ رضوان - مربع القسطل-مربع مسجد حطين,GGA0009,INDAS_G013,FGGA0009_E006,غزة, ,2011.2459141,قيد الحصر,45.0,345.0,1108,13.0,,,,2011.2459140996505,241411.9032301334
43,غزة-مربع أبراج تل الهوى,GGA0007,INDAS_G042,FGGA0007_E006,غزة, ,1913.52321671,مناطق حصر جديدة,,113.0,778,,,,,1913.5232167129884,204781.60541283866
44,غزة-مربع مسجد الفلاح,GGA0007,INDAS_G041,FGGA0007_E007,غزة, ,2000.04023272,قيد الحصر,74.0,198.0,662,37.0,1.0,2.0,سناء ريان,2000.0402327170764,219163.909416061
45,غزة-مربع الشيخ رضوان_الشارع الثاني,GGA0009,INDAS_G009,FGGA0009_E007,غزة, ,2942.34791706,مناطق حصر جديدة,,605.0,2151,,,,,2942.3479170645796,336280.1421729466
46,غزة-الزيتون مربع الدحدوح والقرية البدوية,GZA0004,INDAS_G046,FGZA0004_E004,غزة, ,4762.51276417,مناطق حصر جديدة,,290.0,309,,,,,4762.5127641731315,629598.5795155745
47,غزة-مربع شملخ ومسجد مصعب بن عمير,GZA0004,INDAS_G045,FGZA0004_E005,غزة, ,3315.12331437,مناطق حصر جديدة,,269.0,634,,,,,3315.1233143711115,386523.8817114972
48,غزة-مربع مستشفى العيون ومدرسة النصر,GGA0009,INDAS_G012,FGGA0009_E008,غزة, ,1476.1331992,مناطق حصر جديدة,,327.0,588,,,,,1476.1331991992618,134246.08501039405
49,غزة-مربع أبراج المقوسي وأبراج المخابرات,GGA0009,INDAS_G008,FGGA0009_E009,غزة, ,2256.8296525,مناطق حصر جديدة,,160.0,686,,,,,2256.8296525009814,282848.69150800246
50,غزة-المغراقة,GZA0004,INDAS_G048,FGZA0004_E006,غزة, ,5193.4879392,مناطق حصر جديدة,,365.0,270,,,,,5193.487939204199,1089872.2039717431
51,غزة-منطقة أبو مدين ومنطقة عزبة الحمامية,GZA0004,INDAS_G049,FGZA0004_E007,غزة, ,6070.19758345,مناطق حصر جديدة,,116.0,74,,,,,6070.197583448233,1637488.8837128999
52,غزة-مربع الخدمة العامة والقصاصين,GGA0006,INDAS_G028,FGGA0006_E008,غزة, ,2041.68535418,قيد الحصر,95.0,268.0,843,35.0,1.0,3.0,سناء ريان,2041.685354183414,242679.18171615576
53,غزة-الشهداء,GGA0008,INDAS_G024,FGGA0008_E015,غزة, ,2226.72509543,تم الانتهاء,52.0,58.0,100,90.0,,,سامر وهبة,2226.7250954304413,299553.1232842191
54,الوسطى-النصيرات-مربع أرض الدعوة و المحكمة الشرعية,MNU0002,INDAS_M004,FMNU0002_E005,الوسطى, ,6398.21906389,مناطق حصر جديدة,0.0,254.0,159,,,,,6398.219063886155,1881579.4935640474
55,غزة-مربع مكتبة البلدية العامة ومربع أبو خضرة,GGA0006,INDAS_G027,FGGA0006_E009,غزة, ,2456.78258591,مناطق حصر جديدة,39.0,393.0,820,,,,,2456.7825859117725,349709.3831698395
56,الوسطى-النصيرات-مخيم النصيرات,MNU0002,INDAS_M005,FMNU0002_E006,الوسطى, ,3402.93374051,قيد الحصر,73.0,471.0,948,15.0,1.0,2.0,فاطمة جبر,3402.933740508505,389483.34202188405
57,الوسطى-النصيرات-مربع أراضي (مطر والحرثاني وأبو عريبان),MNU0002,INDAS_M006,FMNU0002_E007,الوسطى, ,3362.20313688,مناطق حصر جديدة,0.0,230.0,414,,,,,3362.203136875695,436095.45529680414
58,الوسطى-النصيرات-مربع أرض أبو مراحيل ومخيم 1 ومربع مسجد الفرج,MNU0002,INDAS_M007,FMNU0002_E008,الوسطى, ,1826.0449824,مناطق حصر جديدة,0.0,194.0,444,,,,,1826.044982402212,139743.85860575223
59,الوسطى-النصيرات-المنطقة الواقعة من أرض المصنع الى أبراج عين جالوت,MNU0002,INDAS_M009,FMNU0002_E009,الوسطى, ,2595.01299796,قيد الحصر,63.0,296.0,612,21.0,1.0,,فاطمة جبر,2595.012997957193,380998.94548465346
60, H الوسطى-النصيرات-منطقة بيارة أبو سليم الشرقية وبلوك,MNU0002,INDAS_M008,FMNU0002_E010,الوسطى, ,2127.98662756,مناطق حصر جديدة,0.0,298.0,683,,,,,2127.9866275585105,281883.18556742556
61,الوسطى-النصيرات-مربع أرض أبو شمالة ومركز رعاية النصيرات,MNU0002,INDAS_M003,FMNU0002_E011,الوسطى, ,3021.4374259,قيد الحصر,,,117,,,,فاطمة جبر,3021.4374258962807,589550.9368681604
62,الوسطى-النصيرات-مربع أراضي (أبو غولة-أبو مهادي-اللوح-أبو زكري),MNU0002,INDAS_M002,FMNU0002_E012,الوسطى, ,6346.4642289,مناطق حصر جديدة,0.0,435.0,544,,,,,6346.464228898039,1659865.3437439317
63,الوسطى-دير البلح-مربع المشاعلة الغربي ومربع صالة سونستا للأفراح,MDB0003,INDAS_M010,FMDB0003_E003,الوسطى, ,3712.90200658,مناطق حصر جديدة,0.0,302.0,276,,,,,3712.9020065785785,800424.016887431
64,الوسطى-دير البلح-مربع بوبع أرض القدرة وأبو هولي (الجعفراوي الغربي),MDB0003,INDAS_M014,FMDB0003_E004,الوسطى, ,4582.17576885,مناطق حصر جديدة,0.0,230.0,162,,,,,4582.175768848653,1046714.9710940617
65,خانيونس-مربع محطة الأغا ومربع محطة عودة,KQA0001,INDAS_K007,FKQA0001_E001,خانيونس, ,4933.61273669,مناطق حصر جديدة,,592.0,604,,,,,4933.612736685173,1067809.0849020458
66,خانيونس-مربع مدرسة عيد الأغا وصالة بانوراما ومربع مسجد العباسي,KQA0001,INDAS_K008,FKQA0001_E002,خانيونس, ,3705.11925639,مناطق حصر جديدة,,301.0,285,,,,,3705.1192563887557,855062.2999117856
67,خانيونس-مربع مسجد الكتيبة ومربع الربوات العربية,KBS0002,INDAS_K013,FKBS0002_E001,خانيونس, ,4246.76472193,مناطق حصر جديدة,,,305,,,,,4246.764721929261,638974.5463332118
68,خانيونس-مربع المحطة,KBS0002,INDAS_K014,FKBS0002_E002,خانيونس, ,1917.111771,مناطق حصر جديدة,,,236,,,,,1917.1117709965495,184500.11568390724
69,خانيونس-مربع مركز المدينة 1,KKY0004,INDAS_K020,FKKY0004_E001,خانيونس, ,1695.77788482,مناطق حصر جديدة,,207.0,685,,,,,1695.7778848165444,139066.67796113578
70,خانيونس-مربع مركز المدينة 2 ومربع حارة الشاعر ومدرسة عبد الرحمن الأغا,KKY0004,INDAS_K023,FKKY0004_E002,خانيونس, ,2467.64756627,مناطق حصر جديدة,,,974,,,,,2467.647566274972,295893.7656598163
71,خانيونس-مربع مسجد أبو بكر الصديق,KKY0006,INDAS_K012,FKKY0006_E008,خانيونس, ,2351.60550166,مناطق حصر جديدة,,292.0,473,,,,,2351.6055016638957,337335.9560205645
72,خانيونس-المنطقة الواقعة بين مربع حارة المجايدة وحسني ومربع السيقلي والقسام,KKY0006,INDAS_K019,FKKY0006_E009,خانيونس, ,2264.3768313,قيد الحصر,52.0,381.0,986,14.0,,,,2264.3768313026867,187620.4438134098
73,خانيونس-مربع بركة حي الأمل والعرايشية مربع مسجد حسن البنا,KKY0006,INDAS_K011,FKKY0006_E010,خانيونس, ,2255.58166785,مناطق حصر جديدة,,45.0,83,,,,,2255.5816678468373,250540.52808538993
74,خانيونس-مربع شارع الترنس ومربع شارع القدرة,KKY0006,INDAS_K016,FKKY0006_E011,خانيونس, ,1346.02284997,مناطق حصر جديدة,,192.0,600,,,,,1346.022849970774,91236.19035145483
75,خانيونس-مربع إسكان حي الأمل ومربع مدرسة هارون الرشيد الثانوية,KKY0006,INDAS_K015,FKKY0006_E012,خانيونس, ,2132.42231071,مناطق حصر جديدة,,354.0,1318,,,,,2132.422310712166,218726.75668558193
76,خانيونس-المعسكر-مربع الهلال الأحمر ومربع المدارس,KKY0006,INDAS_K018,FKKY0006_E013,خانيونس, ,2853.15509874,مناطق حصر جديدة,,,967,,,,,2853.1550987407177,278342.1410841768
77,خانيونس-المعسكر-مربع عيادة وكالة الظهرة ومربع بركة,KKY0007,INDAS_K017,FKKY0007_E001,خانيونس, ,1493.36708753,مناطق حصر جديدة,,413.0,824,,,,,1493.3670875254109,130187.26020736468
78,خانيونس-مربع المشروع الهولندي والاماراتي1,KKY0007,INDAS_K010,FKKY0007_E002,خانيونس, ,1487.13456245,قيد الحصر,,181.0,347,,1.0,2.0,أفنان  أبو جزر,1487.1345624529374,120993.96166356013
79,خانيونس-المنطقة الواقعة بين كلية تدريب خانيونس والحي الياباني وحس البراق والاماراتي2,KKY0007,INDAS_K009,FKKY0007_E003,خانيونس, ,3047.61590616,قيد الحصر,,,637,,1.0,2.0,أفنان  أبو جزر,3047.6159061604644,353572.17283250915
80,خانيونس-مربع مستشفى ناصر وأبراج النمساوي ومربع حارة المجادلة,KKY0007,INDAS_K021,FKKY0007_E004,خانيونس, ,3355.34427796,قيد الحصر,81.0,512.0,653,16.0,,,,3355.344277956705,338140.2126513222
81,خانيونس-المعسكر-مربع كراج رفح البطن السمين ومربع صالة روان للأفراح,KKY0006,INDAS_K022,FKKY0006_E014,خانيونس, ,2112.0033888,مناطق حصر جديدة,,326.0,652,,,,,2112.003388800157,196042.5731454261
82,خانيونس-مربع أبراج الفرا والمنطقة المقابر,KKY0006,INDAS_K024,FKKY0006_E015,خانيونس, ,3226.39220428,مناطق حصر جديدة,,259.0,533,,,,,3226.392204276455,566289.1806831723
83,خانيونس-المواصي-مربع محطة الأسطل للبترول,KKY0007,INDAS_K004,FKKY0007_E005,خانيونس, ,5859.47122431,مناطق حصر جديدة,26.0,168.0,74,,,,,5859.471224312668,1595793.50613296
84,غزة-مربع أبراج الفيروز ومربع برج نجم,GGA0010,INDAS_G011,FGGA0010_E002,غزة, ,2096.61334178,مناطق حصر جديدة,,251.0,830,,,,,2096.6133417833075,215857.03334265697
85,غزة-الشاطئ الشمالي,GGA0010,INDAS_G007,FGGA0010_E003,غزة, ,3216.16378959,مناطق حصر جديدة,,146.0,124,,,,,3216.1637895916665,541285.3071361743
86,غزة-البلاخية,GGA0010,INDAS_G016,FGGA0010_E004,غزة, ,2485.18373472,مناطق حصر جديدة,,219.0,606,,,,,2485.1837347249693,172865.59424230308
87,غزة-مخيم الشاطئ-مربع المسجد الغربي ومسجد التوحيد,GGA0010,INDAS_G017,FGGA0010_E005,غزة, ,2153.93799848,مناطق حصر جديدة,,683.0,1417,,,,,2153.9379984826196,207181.2028607322
